WorkOrderID,Date,TruckID,DriverID,IssueType,RepairReason,LaborHours,Mechanic,IsWarranty,VendorUsed,LaborCost,PartsCost,TotalCost
WO00708,4/16/2024,2505,5,Preventative,Air Filter Replacement,0.58,Tech_2,FALSE,FALSE,18.56,324.73,343.29
WO00709,4/5/2024,2505,5,Preventative,Tire Replacement,1.84,Assistant,FALSE,FALSE,40.48,591.51,631.99
WO00710,4/5/2024,2506,6,Preventative,Oil Change,1.64,Tech_1,FALSE,FALSE,52.48,357.56,410.04
WO00711,4/19/2024,2506,6,Reactive,Air Hose Leak,1.32,Vendor,FALSE,TRUE,0,317.52,317.52
WO00712,4/1/2024,2506,6,Reactive,Electrical Fault,3.03,Lead_2,FALSE,FALSE,121.2,175.21,296.41
WO00713,4/19/2024,2506,6,Reactive,Transmission Trouble,4.46,Lead_1,FALSE,FALSE,178.4,273.7,452.1
WO00714,4/10/2024,2506,6,Reactive,Roadside Repair,2.3,Vendor,FALSE,TRUE,0,782.14,782.14
WO00715,4/2/2024,2506,6,Reactive,Turbo Failure,2.11,Vendor,FALSE,TRUE,0,595.55,595.55
WO00716,4/26/2024,2506,6,Reactive,Broken Headlight,2.58,Lead_2,FALSE,FALSE,103.2,77.75,180.95
WO00717,4/3/2024,2506,6,Preventative,Brake Pad Replacement,1.57,Tech_2,FALSE,FALSE,50.24,244.22,294.46
WO00718,4/10/2024,2506,6,Reactive,Air Hose Leak,2.88,Vendor,FALSE,TRUE,0,154.25,154.25
WO00719,4/15/2024,2506,6,Reactive,Roadside Repair,0.87,Assistant,FALSE,FALSE,19.14,487.25,506.39
WO00720,4/20/2024,2506,6,Preventative,Oil Change,3.07,Tech_2,FALSE,FALSE,98.24,568.96,667.2
WO00721,4/15/2024,2507,7,Reactive,Check Engine Light,3.19,Tech_1,FALSE,FALSE,102.08,475.17,577.25
WO00722,4/27/2024,2507,7,Preventative,Brake Pad Replacement,3.96,Lead_1,FALSE,FALSE,158.4,758.45,916.85
WO00723,4/26/2024,2507,7,Reactive,Tire Repair,1.35,Tech_2,FALSE,FALSE,43.2,752.46,795.66
WO00724,4/21/2024,2507,7,Preventative,Brake Pad Replacement,3.3,Tech_1,FALSE,FALSE,105.6,550.49,656.09
WO00725,4/28/2024,2507,7,Reactive,Electrical Fault,4.25,Lead_2,FALSE,FALSE,170,442.75,612.75
WO00726,4/19/2024,2507,7,Reactive,Roadside Repair,3.86,Tech_2,FALSE,FALSE,123.52,167.06,290.58
WO00727,4/6/2024,2507,7,Reactive,Turbo Failure,0.53,Vendor,FALSE,TRUE,0,358.19,358.19
WO00728,4/3/2024,2507,7,Reactive,Blown Tire - Curb Damage,3.73,Vendor,FALSE,TRUE,0,691.83,691.83
WO00729,4/4/2024,2507,7,Reactive,Tire Repair,0.54,Tech_1,FALSE,FALSE,17.28,479.77,497.05
WO00730,4/17/2024,2507,7,Reactive,Check Engine Light,3.3,Tech_1,FALSE,FALSE,105.6,179.14,284.74
WO00731,4/7/2024,2507,7,Preventative,Brake Pad Replacement,3.45,Tech_1,FALSE,FALSE,110.4,30.72,141.12
WO00732,4/1/2024,2508,8,Preventative,Brake Pad Replacement,1.49,Assistant,FALSE,FALSE,32.78,68.77,101.55
WO00733,4/18/2024,2508,8,Reactive,Fuel System Issue,3.19,Tech_1,FALSE,FALSE,102.08,83.3,185.38
WO00734,4/16/2024,2508,8,Preventative,Tire Replacement,2.03,Assistant,FALSE,FALSE,44.66,404.93,449.59
WO00735,4/13/2024,2508,8,Reactive,Transmission Trouble,2.55,Lead_1,FALSE,FALSE,102,217.62,319.62
WO00736,4/27/2024,2508,8,Reactive,Coolant Leak,1.98,Vendor,FALSE,TRUE,0,738.2,738.2
WO00737,4/6/2024,2508,8,Reactive,Transmission Trouble,3.96,Lead_2,FALSE,FALSE,158.4,733.9,892.3
WO00738,4/5/2024,2508,8,Reactive,Air Hose Leak,2.32,Lead_1,FALSE,FALSE,92.8,511.59,604.39
WO00739,4/11/2024,2508,8,Reactive,Electrical Fault,2.5,Lead_2,FALSE,FALSE,100,437.32,537.32
WO00740,4/11/2024,2508,8,Reactive,Roadside Repair,3.8,Vendor,FALSE,TRUE,0,248.06,248.06
WO00741,4/11/2024,2508,8,Reactive,Broken Headlight,2.86,Tech_2,FALSE,FALSE,91.52,337.95,429.47
WO00742,4/11/2024,2508,8,Reactive,Coolant Leak,0.92,Assistant,FALSE,FALSE,20.24,616.26,636.5
WO00743,4/14/2024,2508,8,Preventative,Oil Change,4.2,Lead_2,FALSE,FALSE,168,107.27,275.27
WO00744,4/5/2024,2509,9,Reactive,Transmission Trouble,3.49,Tech_2,FALSE,FALSE,111.68,582.04,693.72
WO00745,4/15/2024,2509,9,Reactive,Air Hose Leak,1.66,Vendor,FALSE,TRUE,0,261.65,261.65
WO00746,4/28/2024,2509,9,Reactive,Tire Repair,1.52,Tech_2,FALSE,FALSE,48.64,599.17,647.81
WO00747,4/26/2024,2509,9,Reactive,Engine Overheating,1.73,Lead_1,FALSE,FALSE,69.2,732.75,801.95
WO00748,4/5/2024,2509,9,Preventative,Tire Replacement,2.52,Lead_1,FALSE,FALSE,100.8,754.07,854.87
WO00749,4/1/2024,2509,9,Preventative,Tire Replacement,0.81,Tech_1,FALSE,FALSE,25.92,666.52,692.44
WO00750,4/7/2024,2509,9,Preventative,Brake Pad Replacement,3.21,Lead_2,FALSE,FALSE,128.4,673.57,801.97
WO00751,4/23/2024,2509,9,Reactive,Tire Repair,0.55,Tech_2,FALSE,FALSE,17.6,250.84,268.44
WO00752,4/15/2024,2509,9,Reactive,Air Hose Leak,3.28,Lead_2,FALSE,FALSE,131.2,199.09,330.29
WO00753,4/23/2024,2509,9,Reactive,Tire Repair,3.95,Tech_1,FALSE,FALSE,126.4,434.87,561.27
WO00754,4/18/2024,2510,10,Preventative,Brake Pad Replacement,1.88,Assistant,FALSE,FALSE,41.36,343.08,384.44
WO00755,4/10/2024,2510,10,Reactive,Blown Tire - Curb Damage,3.04,Vendor,FALSE,TRUE,0,474.07,474.07
WO00756,4/2/2024,2510,10,Reactive,Coolant Leak,1.48,Tech_2,FALSE,FALSE,47.36,65.03,112.39
WO00757,4/22/2024,2510,10,Preventative,Brake Pad Replacement,3.5,Assistant,FALSE,FALSE,77,466.09,543.09
WO00758,4/11/2024,2510,10,Reactive,Check Engine Light,2.22,Assistant,FALSE,FALSE,48.84,441.91,490.75
WO00759,4/10/2024,2510,10,Preventative,Tire Replacement,1.31,Tech_1,FALSE,FALSE,41.92,275.49,317.41
WO00760,4/13/2024,2510,10,Reactive,Blown Tire - Curb Damage,2.63,Tech_2,FALSE,FALSE,84.16,110.01,194.17
WO00761,4/17/2024,2510,10,Reactive,Coolant Leak,2.26,Assistant,FALSE,FALSE,49.72,784.74,834.46
WO00762,4/17/2024,2510,10,Preventative,Brake Pad Replacement,4.08,Tech_1,FALSE,FALSE,130.56,179.37,309.93
WO00763,4/7/2024,2511,11,Preventative,Tire Replacement,3.67,Vendor,FALSE,TRUE,0,73.86,73.86
WO00764,4/3/2024,2511,11,Reactive,Check Engine Light,3.25,Tech_2,FALSE,FALSE,104,217.55,321.55
WO00765,4/25/2024,2511,11,Reactive,Fuel System Issue,3.51,Tech_1,FALSE,FALSE,112.32,382.74,495.06
WO00766,4/22/2024,2511,11,Reactive,Engine Overheating,1.83,Tech_1,FALSE,FALSE,58.56,637.42,695.98
WO00767,4/14/2024,2511,11,Reactive,Coolant Leak,2.12,Tech_1,FALSE,FALSE,67.84,397.79,465.63
WO00768,4/11/2024,2511,11,Preventative,Oil Change,3.71,Lead_2,FALSE,FALSE,148.4,723.38,871.78
WO00769,4/8/2024,2512,12,Reactive,Blown Tire - Curb Damage,2.67,Lead_1,FALSE,FALSE,106.8,775.09,881.89
WO00770,4/28/2024,2512,12,Reactive,Check Engine Light,2.3,Lead_2,FALSE,FALSE,92,420.43,512.43
WO00771,4/22/2024,2512,12,Reactive,Tire Repair,2.74,Tech_1,FALSE,FALSE,87.68,270.51,358.19
WO00772,4/19/2024,2512,12,Preventative,Oil Change,2.93,Lead_1,FALSE,FALSE,117.2,571.17,688.37
WO00773,4/4/2024,2512,12,Reactive,Tire Repair,3.13,Assistant,FALSE,FALSE,68.86,572.84,641.7
WO00774,4/27/2024,2512,12,Preventative,Tire Replacement,3.87,Lead_2,FALSE,FALSE,154.8,311.13,465.93
WO00775,4/28/2024,2512,12,Preventative,Oil Change,0.69,Vendor,FALSE,TRUE,0,473.19,473.19
WO00776,4/26/2024,2513,13,Reactive,Check Engine Light,1.9,Lead_2,FALSE,FALSE,76,548.43,624.43
WO00777,4/20/2024,2513,13,Preventative,Air Filter Replacement,2.98,Tech_2,FALSE,FALSE,95.36,598.96,694.32
WO00778,4/7/2024,2513,13,Reactive,Air Hose Leak,2.06,Tech_1,FALSE,FALSE,65.92,143.77,209.69
WO00779,4/16/2024,2513,13,Reactive,Suspension Issue,3.12,Assistant,FALSE,FALSE,68.64,713.52,782.16
WO00780,4/5/2024,2513,13,Reactive,Check Engine Light,1.73,Assistant,FALSE,FALSE,38.06,343.68,381.74
WO00781,4/11/2024,2513,13,Preventative,Brake Pad Replacement,1.76,Assistant,FALSE,FALSE,38.72,208.37,247.09
WO00782,4/2/2024,2514,14,Reactive,Tire Repair,2.53,Tech_1,FALSE,FALSE,80.96,166.58,247.54
WO00783,4/17/2024,2514,14,Reactive,Broken Headlight,2.28,Vendor,FALSE,TRUE,0,371.61,371.61
WO00784,4/17/2024,2514,14,Preventative,Brake Pad Replacement,1.56,Lead_2,FALSE,FALSE,62.4,752.47,814.87
WO00785,4/1/2024,2514,14,Reactive,Coolant Leak,2.35,Tech_1,FALSE,FALSE,75.2,237.2,312.4
WO00786,4/27/2024,2514,14,Reactive,Broken Headlight,3.15,Lead_2,FALSE,FALSE,126,655.65,781.65
WO00787,4/4/2024,2514,14,Reactive,Tire Repair,3.65,Tech_1,FALSE,FALSE,116.8,623.46,740.26
WO00788,4/20/2024,2514,14,Preventative,Tire Replacement,0.62,Lead_2,FALSE,FALSE,24.8,222.47,247.27
WO00789,4/6/2024,2514,14,Preventative,Tire Replacement,3.8,Tech_1,FALSE,FALSE,121.6,511.43,633.03
WO00790,4/18/2024,2515,15,Reactive,Transmission Trouble,1.3,Lead_1,FALSE,FALSE,52,421.08,473.08
WO00791,4/7/2024,2515,15,Reactive,EGR Valve Replacement,3.88,Assistant,FALSE,FALSE,85.36,214.23,299.59
WO00792,4/22/2024,2515,15,Reactive,Fuel System Issue,3.81,Lead_2,FALSE,FALSE,152.4,724.41,876.81
WO00793,4/27/2024,2515,15,Reactive,Transmission Trouble,4.49,Tech_1,FALSE,FALSE,143.68,208.37,352.05
WO00794,4/15/2024,2515,15,Preventative,Tire Replacement,4.34,Lead_1,FALSE,FALSE,173.6,715.53,889.13
WO00795,4/21/2024,2515,15,Reactive,Transmission Trouble,1.75,Lead_1,FALSE,FALSE,70,530.39,600.39
WO00796,4/3/2024,2515,15,Preventative,Oil Change,4.17,Vendor,FALSE,TRUE,0,570.8,570.8
WO00797,4/4/2024,2515,15,Preventative,Oil Change,2.98,Tech_1,FALSE,FALSE,95.36,459.45,554.81
WO00798,4/16/2024,2515,15,Preventative,Tire Replacement,2.06,Lead_2,FALSE,FALSE,82.4,74.08,156.48
WO00799,4/19/2024,2515,15,Reactive,Tire Repair,2.06,Tech_2,FALSE,FALSE,65.92,198.52,264.44
WO00800,4/19/2024,2515,15,Reactive,Blown Tire - Curb Damage,1.99,Lead_1,FALSE,FALSE,79.6,502.45,582.05
WO00801,4/27/2024,2516,16,Reactive,Tire Repair,2.48,Lead_1,FALSE,FALSE,99.2,691.62,790.82
WO00802,4/10/2024,2516,16,Reactive,Fuel System Issue,0.71,Assistant,FALSE,FALSE,15.62,374.72,390.34
WO00803,4/18/2024,2516,16,Preventative,Tire Replacement,0.94,Tech_1,FALSE,FALSE,30.08,741.54,771.62
WO00804,4/12/2024,2516,16,Reactive,Coolant Leak,3.29,Tech_2,FALSE,FALSE,105.28,525.94,631.22
WO00805,4/10/2024,2516,16,Reactive,Check Engine Light,3.74,Tech_2,FALSE,FALSE,119.68,342.79,462.47
WO00806,4/8/2024,2516,16,Reactive,Fuel System Issue,3.17,Tech_2,FALSE,FALSE,101.44,673.15,774.59
WO00807,4/14/2024,2516,16,Preventative,Oil Change,0.6,Tech_1,FALSE,FALSE,19.2,153.72,172.92
WO00808,4/15/2024,2516,16,Reactive,Engine Overheating,4.34,Lead_2,FALSE,FALSE,173.6,438.03,611.63
WO00809,4/24/2024,2516,16,Reactive,Roadside Repair,2.84,Lead_1,FALSE,FALSE,113.6,670.36,783.96
WO00810,4/2/2024,2516,16,Reactive,Roadside Repair,2.87,Tech_1,FALSE,FALSE,91.84,296.84,388.68
WO00811,4/22/2024,2516,16,Reactive,Fuel System Issue,1.42,Vendor,FALSE,TRUE,0,734.22,734.22
WO00812,4/20/2024,2516,16,Reactive,Blown Tire - Curb Damage,3.14,Lead_1,FALSE,FALSE,125.6,184.76,310.36
WO00813,4/27/2024,2517,17,Reactive,Blown Tire - Curb Damage,3.45,Lead_1,FALSE,FALSE,138,243.49,381.49
WO00814,4/9/2024,2517,17,Reactive,EGR Valve Replacement,4.09,Vendor,FALSE,TRUE,0,505.65,505.65
WO00815,4/23/2024,2517,17,Reactive,Broken Headlight,3.6,Tech_2,FALSE,FALSE,115.2,119.79,234.99
WO00816,4/28/2024,2517,17,Preventative,Oil Change,3.77,Lead_1,FALSE,FALSE,150.8,684.99,835.79
WO00817,4/19/2024,2517,17,Reactive,Check Engine Light,2.16,Assistant,FALSE,FALSE,47.52,151.13,198.65
WO00818,4/27/2024,2517,17,Reactive,Tire Repair,0.9,Lead_1,FALSE,FALSE,36,150.64,186.64
WO00819,4/5/2024,2517,17,Reactive,Coolant Leak,1.16,Lead_2,FALSE,FALSE,46.4,109.26,155.66
WO00820,4/12/2024,2517,17,Preventative,Brake Pad Replacement,1.81,Lead_2,FALSE,FALSE,72.4,253.52,325.92
WO00821,4/24/2024,2517,17,Preventative,Air Filter Replacement,1.92,Assistant,FALSE,FALSE,42.24,545.72,587.96
WO00822,4/4/2024,2517,17,Preventative,Brake Pad Replacement,1.09,Tech_1,FALSE,FALSE,34.88,287.26,322.14
WO00823,4/24/2024,2518,18,Preventative,Air Filter Replacement,2.44,Vendor,FALSE,TRUE,0,255.89,255.89
WO00824,4/28/2024,2518,18,Reactive,Broken Headlight,2.41,Lead_2,FALSE,FALSE,96.4,628.83,725.23
WO00825,4/14/2024,2518,18,Preventative,Tire Replacement,1.2,Vendor,FALSE,TRUE,0,702.82,702.82
WO00826,4/1/2024,2518,18,Reactive,Tire Repair,3.79,Assistant,FALSE,FALSE,83.38,64.44,147.82
WO00827,4/24/2024,2518,18,Preventative,Tire Replacement,1.89,Tech_2,FALSE,FALSE,60.48,446.85,507.33
WO00828,4/12/2024,2518,18,Reactive,Suspension Issue,1.76,Assistant,FALSE,FALSE,38.72,439.66,478.38
WO00829,4/7/2024,2518,18,Reactive,Check Engine Light,4.26,Assistant,FALSE,FALSE,93.72,32.34,126.06
WO00830,4/21/2024,2518,18,Reactive,Coolant Leak,2.47,Assistant,FALSE,FALSE,54.34,396.88,451.22
WO00831,4/19/2024,2518,18,Reactive,Electrical Fault,3.7,Vendor,FALSE,TRUE,0,116.12,116.12
WO00832,4/7/2024,2518,18,Reactive,Tire Repair,1,Assistant,FALSE,FALSE,22,173.21,195.21
WO00833,4/17/2024,2518,18,Reactive,Transmission Trouble,3.44,Tech_2,FALSE,FALSE,110.08,420.06,530.14
WO00834,4/14/2024,2518,18,Reactive,Electrical Fault,2.71,Tech_2,FALSE,FALSE,86.72,310.3,397.02
WO00835,4/6/2024,2519,19,Preventative,Air Filter Replacement,1.16,Tech_2,FALSE,FALSE,37.12,686.32,723.44
WO00836,4/3/2024,2519,19,Preventative,Brake Pad Replacement,1.64,Tech_1,FALSE,FALSE,52.48,743.16,795.64
WO00837,4/8/2024,2519,19,Reactive,Check Engine Light,3.64,Assistant,FALSE,FALSE,80.08,217.18,297.26
WO00838,4/10/2024,2519,19,Preventative,Tire Replacement,2.73,Vendor,FALSE,TRUE,0,679.19,679.19
WO00839,4/5/2024,2519,19,Preventative,Air Filter Replacement,1.38,Tech_1,FALSE,FALSE,44.16,190.2,234.36
WO00840,4/26/2024,2519,19,Reactive,Coolant Leak,3.51,Assistant,FALSE,FALSE,77.22,506.31,583.53
WO00841,4/10/2024,2519,19,Reactive,Transmission Trouble,3.5,Assistant,FALSE,FALSE,77,138.6,215.6
WO00842,4/1/2024,2519,19,Reactive,Check Engine Light,1.68,Lead_1,FALSE,FALSE,67.2,204.93,272.13
WO00843,4/13/2024,2520,20,Reactive,Roadside Repair,4.2,Assistant,FALSE,FALSE,92.4,632.93,725.33
WO00844,4/13/2024,2520,20,Reactive,Tire Repair,3.54,Lead_1,FALSE,FALSE,141.6,140.5,282.1
WO00845,4/2/2024,2520,20,Reactive,Suspension Issue,3.32,Lead_2,FALSE,FALSE,132.8,749.43,882.23
WO00846,4/18/2024,2520,20,Preventative,Tire Replacement,1.18,Lead_2,FALSE,FALSE,47.2,43.76,90.96
WO00847,4/21/2024,2520,20,Preventative,Oil Change,1.41,Tech_1,FALSE,FALSE,45.12,542.63,587.75
WO00848,4/20/2024,2520,20,Reactive,Coolant Leak,0.7,Lead_1,FALSE,FALSE,28,47.23,75.23
WO00849,4/1/2024,2520,20,Reactive,Engine Overheating,4.49,Lead_2,FALSE,FALSE,179.6,640.89,820.49
WO00850,4/11/2024,2520,20,Reactive,Tire Repair,0.7,Lead_2,FALSE,FALSE,28,585.19,613.19
WO00851,4/25/2024,2521,21,Reactive,Broken Headlight,1.62,Lead_2,TRUE,FALSE,0,0,0
WO00852,4/12/2024,2521,21,Preventative,Tire Replacement,3.71,Assistant,TRUE,FALSE,0,0,0
WO00853,4/19/2024,2521,21,Reactive,Suspension Issue,1,Lead_1,TRUE,FALSE,0,0,0
WO00854,4/17/2024,2521,21,Preventative,Brake Pad Replacement,2.73,Lead_2,TRUE,FALSE,0,0,0
WO00855,4/21/2024,2521,21,Reactive,Check Engine Light,4.22,Lead_1,TRUE,FALSE,0,0,0
WO00856,4/6/2024,2521,21,Preventative,Tire Replacement,1.77,Tech_2,TRUE,FALSE,0,0,0
WO00857,4/13/2024,2521,21,Reactive,Engine Overheating,2.6,Tech_2,TRUE,FALSE,0,0,0
WO00858,4/9/2024,2521,21,Preventative,Brake Pad Replacement,2.17,Assistant,TRUE,FALSE,0,0,0
WO00859,4/24/2024,2521,21,Preventative,Oil Change,4.35,Tech_2,TRUE,FALSE,0,0,0
WO00860,4/8/2024,2521,21,Reactive,Roadside Repair,1.56,Tech_1,TRUE,FALSE,0,0,0
WO00861,4/17/2024,2521,21,Reactive,Electrical Fault,1.27,Lead_1,TRUE,FALSE,0,0,0
WO00862,4/2/2024,2522,22,Reactive,Broken Headlight,2.9,Lead_2,TRUE,FALSE,0,0,0
WO00863,4/20/2024,2522,22,Reactive,Fuel System Issue,1.61,Tech_1,TRUE,FALSE,0,0,0
WO00864,4/11/2024,2522,22,Preventative,Tire Replacement,2.32,Tech_1,TRUE,FALSE,0,0,0
WO00865,4/26/2024,2522,22,Reactive,Fuel System Issue,3.32,Tech_2,TRUE,FALSE,0,0,0
WO00866,4/23/2024,2522,22,Reactive,Tire Repair,3.68,Lead_1,TRUE,FALSE,0,0,0
WO00867,4/28/2024,2522,22,Preventative,Tire Replacement,0.82,Lead_2,TRUE,FALSE,0,0,0
WO00868,4/27/2024,2522,22,Reactive,Engine Overheating,0.86,Tech_1,TRUE,FALSE,0,0,0
WO00869,4/16/2024,2522,22,Reactive,Engine Overheating,4.24,Assistant,TRUE,FALSE,0,0,0
WO00870,4/8/2024,2522,22,Reactive,Roadside Repair,2.31,Lead_2,TRUE,FALSE,0,0,0
WO00871,4/12/2024,2523,23,Preventative,Air Filter Replacement,1.46,Tech_2,TRUE,FALSE,0,0,0
WO00872,4/24/2024,2523,23,Reactive,Broken Headlight,1.1,Lead_1,TRUE,FALSE,0,0,0
WO00873,4/14/2024,2523,23,Reactive,Tire Repair,4.15,Assistant,TRUE,FALSE,0,0,0
WO00874,4/3/2024,2523,23,Preventative,Brake Pad Replacement,2.38,Lead_2,TRUE,FALSE,0,0,0
WO00875,4/10/2024,2523,23,Reactive,Blown Tire - Curb Damage,3.09,Lead_2,TRUE,FALSE,0,0,0
WO00876,4/8/2024,2523,23,Reactive,Check Engine Light,4.12,Tech_1,TRUE,FALSE,0,0,0
WO00877,4/5/2024,2523,23,Preventative,Air Filter Replacement,4.27,Lead_2,TRUE,FALSE,0,0,0
WO00878,4/17/2024,2523,23,Preventative,Oil Change,1.35,Lead_1,TRUE,FALSE,0,0,0
WO00879,4/21/2024,2523,23,Preventative,Brake Pad Replacement,3.37,Lead_1,TRUE,FALSE,0,0,0
WO00880,4/23/2024,2523,23,Reactive,Blown Tire - Curb Damage,4.08,Lead_2,TRUE,FALSE,0,0,0
WO00881,4/23/2024,2523,23,Preventative,Brake Pad Replacement,1.7,Tech_1,TRUE,FALSE,0,0,0
WO00882,4/22/2024,2524,24,Preventative,Brake Pad Replacement,1.24,Assistant,TRUE,FALSE,0,0,0
WO00883,4/26/2024,2524,24,Reactive,Broken Headlight,3.95,Assistant,TRUE,FALSE,0,0,0
WO00884,4/20/2024,2524,24,Preventative,Air Filter Replacement,3.44,Tech_1,TRUE,FALSE,0,0,0
WO00885,4/1/2024,2524,24,Preventative,Air Filter Replacement,3.23,Tech_2,TRUE,FALSE,0,0,0
WO00886,4/26/2024,2524,24,Preventative,Brake Pad Replacement,2.88,Lead_1,TRUE,FALSE,0,0,0
WO00887,4/14/2024,2524,24,Reactive,Electrical Fault,2.83,Tech_2,TRUE,FALSE,0,0,0
WO00888,4/5/2024,2525,25,Preventative,Tire Replacement,0.68,Tech_1,TRUE,FALSE,0,0,0
WO00889,4/12/2024,2525,25,Reactive,Fuel System Issue,3.13,Tech_2,TRUE,FALSE,0,0,0
WO00890,4/18/2024,2525,25,Preventative,Air Filter Replacement,3.99,Tech_1,TRUE,FALSE,0,0,0
WO00891,4/8/2024,2525,25,Reactive,Electrical Fault,4.09,Assistant,TRUE,FALSE,0,0,0
WO00892,4/18/2024,2525,25,Reactive,Check Engine Light,4.27,Assistant,TRUE,FALSE,0,0,0
WO00893,4/8/2024,2525,25,Reactive,Engine Overheating,3.7,Tech_2,TRUE,FALSE,0,0,0
WO00894,4/5/2024,2525,25,Preventative,Oil Change,0.8,Tech_2,TRUE,FALSE,0,0,0
WO00895,5/24/2024,2501,1,Preventative,Oil Change,1.41,Lead_1,FALSE,FALSE,56.4,718.64,775.04
WO00896,5/2/2024,2501,1,Reactive,Fuel System Issue,3.13,Vendor,FALSE,TRUE,0,435.19,435.19
WO00897,5/12/2024,2501,1,Reactive,Blown Tire - Curb Damage,3.49,Lead_1,FALSE,FALSE,139.6,457.78,597.38
WO00898,5/22/2024,2501,1,Reactive,Tire Repair,0.63,Tech_2,FALSE,FALSE,20.16,630,650.16
WO00899,5/24/2024,2501,1,Preventative,Tire Replacement,0.71,Vendor,FALSE,TRUE,0,559.77,559.77
WO00900,5/23/2024,2501,1,Preventative,Brake Pad Replacement,2.8,Assistant,FALSE,FALSE,61.6,127.55,189.15
WO00901,5/10/2024,2501,1,Preventative,Tire Replacement,3.78,Tech_1,FALSE,FALSE,120.96,392.33,513.29
WO00902,5/13/2024,2501,1,Reactive,Transmission Trouble,0.71,Lead_1,FALSE,FALSE,28.4,454.7,483.1
WO00903,5/13/2024,2501,1,Preventative,Oil Change,2.43,Lead_1,FALSE,FALSE,97.2,675.91,773.11
WO00904,5/14/2024,2501,1,Preventative,Brake Pad Replacement,2.81,Vendor,FALSE,TRUE,0,614.27,614.27
WO00905,5/17/2024,2502,2,Preventative,Brake Pad Replacement,0.57,Assistant,FALSE,FALSE,12.54,549.78,562.32
WO00906,5/26/2024,2502,2,Reactive,Air Hose Leak,0.63,Assistant,FALSE,FALSE,13.86,390.97,404.83
WO00907,5/20/2024,2502,2,Preventative,Brake Pad Replacement,2.98,Lead_1,FALSE,FALSE,119.2,279.05,398.25
WO00908,5/25/2024,2502,2,Reactive,Fuel System Issue,2.17,Vendor,FALSE,TRUE,0,110.76,110.76
WO00909,5/19/2024,2502,2,Reactive,Suspension Issue,3.27,Vendor,FALSE,TRUE,0,525.62,525.62
WO00910,5/20/2024,2502,2,Reactive,Check Engine Light,3.83,Lead_1,FALSE,FALSE,153.2,655.44,808.64
WO00911,5/17/2024,2502,2,Reactive,Blown Tire - Curb Damage,2.28,Lead_2,FALSE,FALSE,91.2,605.02,696.22
WO00912,5/6/2024,2502,2,Reactive,Air Hose Leak,0.78,Tech_2,FALSE,FALSE,24.96,328.3,353.26
WO00913,5/4/2024,2502,2,Reactive,Check Engine Light,4.13,Vendor,FALSE,TRUE,0,141.9,141.9
WO00914,5/26/2024,2502,2,Preventative,Air Filter Replacement,2.73,Tech_2,FALSE,FALSE,87.36,200.48,287.84
WO00915,5/11/2024,2503,3,Preventative,Brake Pad Replacement,3.85,Tech_1,FALSE,FALSE,123.2,59.17,182.37
WO00916,5/12/2024,2503,3,Reactive,Roadside Repair,3.02,Lead_2,FALSE,FALSE,120.8,334.5,455.3
WO00917,5/10/2024,2503,3,Preventative,Tire Replacement,3.62,Vendor,FALSE,TRUE,0,330.62,330.62
WO00918,5/2/2024,2503,3,Reactive,Engine Overheating,3.83,Vendor,FALSE,TRUE,0,441.43,441.43
WO00919,5/26/2024,2503,3,Preventative,Brake Pad Replacement,3.57,Vendor,FALSE,TRUE,0,410.37,410.37
WO00920,5/10/2024,2503,3,Reactive,Engine Overheating,2.56,Lead_1,FALSE,FALSE,102.4,260.61,363.01
WO00921,5/20/2024,2503,3,Preventative,Brake Pad Replacement,2.74,Tech_2,FALSE,FALSE,87.68,666.22,753.9
WO00922,5/11/2024,2503,3,Reactive,Turbo Failure,2.08,Tech_1,FALSE,FALSE,66.56,588.13,654.69
WO00923,5/5/2024,2503,3,Reactive,Engine Overheating,2.26,Tech_2,FALSE,FALSE,72.32,123.28,195.6
WO00924,5/22/2024,2503,3,Reactive,Transmission Trouble,4.46,Tech_1,FALSE,FALSE,142.72,40.1,182.82
WO00925,5/28/2024,2503,3,Preventative,Brake Pad Replacement,2.22,Tech_1,FALSE,FALSE,71.04,257.5,328.54
WO00926,5/9/2024,2503,3,Preventative,Brake Pad Replacement,1.39,Lead_1,FALSE,FALSE,55.6,259.63,315.23
WO00927,5/25/2024,2504,4,Preventative,Air Filter Replacement,2.17,Lead_2,FALSE,FALSE,86.8,610.68,697.48
WO00928,5/14/2024,2504,4,Reactive,Fuel System Issue,1.86,Tech_1,FALSE,FALSE,59.52,647.87,707.39
WO00929,5/25/2024,2504,4,Reactive,Air Hose Leak,1.15,Tech_2,FALSE,FALSE,36.8,202.37,239.17
WO00930,5/11/2024,2504,4,Reactive,Engine Overheating,1.72,Tech_2,FALSE,FALSE,55.04,226.32,281.36
WO00931,5/2/2024,2504,4,Reactive,Roadside Repair,0.7,Tech_1,FALSE,FALSE,22.4,50.73,73.13
WO00932,5/17/2024,2504,4,Preventative,Oil Change,3.42,Tech_2,FALSE,FALSE,109.44,758.47,867.91
WO00933,5/25/2024,2504,4,Reactive,Transmission Trouble,0.66,Assistant,FALSE,FALSE,14.52,478.91,493.43
WO00934,5/13/2024,2504,4,Reactive,Check Engine Light,0.75,Vendor,FALSE,TRUE,0,437.59,437.59
WO00935,5/15/2024,2504,4,Preventative,Brake Pad Replacement,2,Tech_2,FALSE,FALSE,64,448.9,512.9
